Gene_Symbol,log2FoldChange,pvalue
ACTB,0.150113924,8.91E-07
PLD1,-1.130683025,7.08E-12
WDR62,2.313632218,4.62E-10
RAB7A,-0.355781974,1.24E-13
BCAP29,0.353114341,0.0005378
ARHGAP15,-0.842020918,2.32E-08
EXOSC7,0.465330806,0.036839638
KIFAP3,0.676027422,0.000378912
MKRN2,0.483580032,0.000417432
MCM6,1.691638686,9.74E-55
REXO2,1.554392986,1.79E-10
BAZ2A,-0.587731539,5.37E-25
MLH1,0.323689688,0.004968398
UNG,2.078136031,4.78E-28
KLHL20,-0.388796094,0.001605561
SPAG5,1.890554731,1.19E-18
ANKRD13A,-0.385462762,0.000587772
TPD52,-0.342623457,0.039562611
TRAF4,0.952342625,4.82E-08
PAG1,-0.137019307,0.035254541
ICAM3,-0.520051585,0.002371174
NT5C2,-0.45617039,3.55E-07
GPC4,0.427810897,8.07E-18
MBNL3,1.164808145,9.13E-06
CAMSAP3,-2.809098665,1.32E-07
ARHGEF1,-0.514343473,3.70E-12
STXBP2,-0.475172807,1.23E-05
DGKD,0.705040749,5.04E-20
CTTNBP2,1.290173864,0.021580486
TOP2B,0.554693127,3.42E-14
TM9SF3,0.513139811,1.38E-25
NFKB2,-0.301543503,4.46E-05
UBE2T,1.470395942,9.14E-08
PPP1R12B,-0.599896451,8.24E-07
DNAJC10,1.23141279,9.47E-50
GTF3C1,0.767570528,1.33E-28
IL4R,-0.372646791,6.60E-09
USP33,-0.463982567,8.65E-10
SNRPA,0.330185497,0.026463559
SPAG6,-0.985287226,0.001537403
EXOSC5,0.912758672,0.000368229
DYNC1I2,0.614531508,8.64E-12
APBB1IP,-0.655123956,1.75E-22
LRCH4,-0.873099104,5.74E-26
ACTN2,-4.300105498,6.51E-13
GPR137B,0.88712789,2.65E-09
JADE1,0.777268496,7.16E-07
SLC25A43,0.572731727,0.00923457
UBE2A,-0.253871554,0.00025582
CST7,-2.787494738,3.77E-15
MAP2,-0.975319909,1.92E-05
LAMP3,-3.029331608,5.78E-38
FAP,0.85012929,0.009538897
UBE2K,0.280495012,0.000297837
PIK3C3,-0.207338533,0.002599154
N4BP2,-0.798645956,2.29E-23
TIGAR,0.736174091,0.01545012
TULP3,1.026197233,9.32E-05
SYNJ2,0.780942307,1.73E-31
PPP2R5C,-0.374268913,2.91E-09
GNB1,0.219243732,2.93E-07
HOXA9,-0.597733875,0.000203717
MLLT10,-0.308483253,0.014021738
ZCWPW1,-1.263694687,0.002225671
VDAC3,0.694586422,2.60E-18
CBFA2T2,-0.374750795,0.004975432
ITCH,0.288034409,0.000122721
TP53INP2,-0.325778313,0.00069066
SDF4,-0.219077958,8.17E-05
MYH7B,-1.671397974,0.011610214
TOLLIP,-0.274522529,0.001336199
UBE2D4,0.776224717,0.002802563
THOC1,0.746184098,8.28E-05
FKBP7,2.196669333,3.36E-08
OSBPL6,-1.607458962,0.003683764
SLC1A3,1.340868492,7.08E-134
XRCC5,0.842806994,4.67E-70
SP140,-1.567202094,9.78E-09
MKNK1,-0.675145179,2.16E-12
TNS1,1.007390858,4.07E-09
SAR1A,0.527557302,6.97E-15
CDC14A,-0.462205854,0.02174649
RAPGEF3,-1.155365128,0.032504276
CEACAM1,-4.465704901,1.68E-18
CIC,-0.565341959,2.31E-13
FDFT1,0.175801501,0.011536543
OPHN1,0.77450971,0.000663384
KIF22,1.255564499,1.17E-13
DDX1,0.627182212,7.51E-14
DNM2,-0.759696122,5.50E-52
EPB41L2,-0.661954237,1.91E-24
RIMS1,3.400506463,0.00019434
MOXD1,-3.362522912,1.73E-38
KEAP1,-0.331001216,0.00054554
SLC35C2,-0.410115868,5.68E-06
CRYBG3,0.711496456,5.08E-05
RIF1,0.203249288,0.003201923
SLC4A4,1.658377612,2.89E-13
SMARCA2,0.512038375,4.45E-12
SESN1,-0.432751104,1.97E-06
MID2,-1.033048236,0.00298598
COL5A3,0.845086787,1.26E-11
SRCAP,-0.584240921,3.29E-22
PUM3,0.912695024,1.26E-17
KCNN2,-1.220818705,8.59E-13
CNOT4,-0.773573574,4.65E-13
CPOX,0.597951054,0.001228549
HSP90AA1,0.14068511,1.05E-05
RBL1,1.375007074,2.87E-18
NDC80,3.789494444,3.43E-29
CXCL2,-0.848376713,2.42E-09
OSTM1,-0.285249717,9.53E-06
ARG2,-1.1724307,0.001072913
MEF2C,0.957323714,9.50E-89
PTPRC,-0.243315929,1.13E-07
UBA5,0.368663494,5.53E-08
CDC14B,0.652814671,0.00832627
DUSP12,0.565787148,0.010140495
DELE1,0.252264491,0.035137771
CADPS2,-0.665815191,0.000380162
PHLPP1,-1.313088588,1.10E-72
IL12RB2,-0.409879473,0.034857829
WDR70,0.293349776,0.034939521
FYB1,-2.136487233,5.06E-65
STRADB,0.939346952,1.97E-10
BZW1,0.163009741,0.000397898
ME2,-1.12239028,4.33E-105
CCNT2,-0.362995838,2.27E-05
EPB41L3,0.508432577,0.00023247
COBLL1,1.696821523,0.000401374
DLG3,2.014839651,1.74E-09
KCNK2,4.307003528,0.016602227
MRPL22,0.407698582,0.027751464
GEMIN5,1.307334645,7.10E-16
NFE2L1,-0.398038819,2.92E-15
GSK3B,0.163147047,0.039916803
ITGB5,-0.147816376,0.001745097
ERC1,0.322667209,0.024515456
XPO1,0.169232088,0.000350973
RNF13,-0.861548608,5.72E-30
DOP1A,-1.643814689,1.68E-43
LYRM2,0.392821117,0.00019604
BCKDHB,1.2198936,0.000301177
ULK2,-0.962658871,0.003070289
PLOD1,0.277407203,1.13E-06
DIS3,0.688250842,1.52E-18
PIBF1,0.45232267,0.038945633
TDRD3,-0.438805748,0.036405586
NUFIP1,0.816479491,0.005429643
OXCT1,1.691943497,1.26E-32
CYLD,-0.413415815,3.20E-08
SLC27A5,1.649382684,0.005785477
ZNF416,0.763777553,0.038680993
RPS5,0.640783674,4.76E-20
FAT1,1.328991014,3.48E-140
SMAP2,0.251674431,6.37E-16
ZMPSTE24,1.001751102,1.91E-208
STARD7,0.511722773,7.06E-13
REST,0.234538416,0.004290484
SSH1,-0.269973245,9.45E-06
APLP2,0.471476607,2.58E-42
WBP11,0.263095009,0.012172276
EIF3I,0.365691969,6.30E-09
NKAIN1,-2.592218387,2.83E-77
TXLNA,-0.203377617,0.00302098
NCOA1,-0.711684449,6.74E-08
HADHA,0.407821462,1.86E-14
MAPRE3,-0.628888116,0.005555546
CAD,1.369655809,5.99E-27
CD59,0.377628138,1.67E-08
CD82,-1.29042732,2.31E-134
BCORL1,-0.91783745,6.24E-06
ATRX,0.615104847,8.09E-16
MYNN,0.492258261,0.008965497
PREP,0.664468008,1.82E-09
SEH1L,0.668852702,1.40E-10
WDR47,0.470447696,4.84E-07
WDFY1,-1.584543806,2.43E-177
SLC25A24,0.488710046,1.06E-15
MAP3K4,-1.122783042,2.11E-43
PILRA,-1.893248318,5.28E-18
ZNF213,-0.721973305,0.001749578
AKR1B1,0.671266306,1.53E-07
CPNE3,0.684126113,4.26E-13
RRN3,0.456624691,1.99E-05
CTTN,1.217961307,3.61E-24
WNT11,-2.019425223,0.028087422
MTIF2,0.563989268,1.75E-07
DDHD2,0.910347818,2.55E-10
TTC39A,-2.663159195,7.80E-07
ORC1,1.152845093,1.38E-09
USP40,0.408147169,0.002651906
POMGNT1,0.871516535,6.27E-20
RAD54L,1.481720895,5.26E-09
MAST2,-0.233030412,0.016644116
DNAJA1,-0.315019219,5.75E-12
CHMP5,-0.392884301,4.69E-12
DIMT1,1.040400643,1.91E-14
IPO11,1.365671292,2.77E-15
SNX10,-2.128392197,1.82E-46
SEPHS1,1.057887634,3.34E-11
ITPKC,-0.856270335,4.78E-05
FAT2,-1.429434755,0.004669982
RBM22,-0.291865165,0.000790927
TMED2,0.378228019,1.39E-12
TXLNG,0.487556184,0.008469589
LAT2,-0.889611881,2.68E-48
ZW10,0.491332376,0.000631444
ACOX3,0.402631606,0.014583864
MTMR2,0.797644004,5.73E-20
PPP1R15A,-1.346717142,1.71E-140
HSD17B14,-1.266754475,0.004849121
TRIP6,-0.37032761,0.000518456
FTL,-1.004911688,4.66E-40
BAX,-0.353037394,0.004801162
NLK,0.417756342,0.015228675
PIGS,0.428502429,0.00027245
ADAMTS2,0.678815565,1.06E-08
ATXN7L3,-0.290398373,9.12E-05
PGS1,-0.669278679,4.13E-07
PSMC5,0.632599313,3.65E-14
MMP2,0.424166691,0.000749887
LPCAT2,-0.415718431,6.73E-05
OGFOD1,0.923813981,4.15E-16
SH3BP2,-0.467279521,2.30E-16
NOP14,0.392075929,0.000722151
L2HGDH,0.751701179,0.032308161
TXNDC16,1.236398822,0.001135297
RTRAF,0.485158904,8.10E-05
GMCL1,0.394166882,0.001925638
KLHL42,0.636874065,1.27E-07
GNAS,-0.376222437,7.11E-18
DNM1L,0.233906751,0.000486
ERGIC2,0.339187889,0.000179688
TFAP2C,-0.677042905,0.000226002
AURKA,0.510750192,1.85E-05
CASS4,-0.446170131,2.03E-05
RFX2,-1.292295858,1.45E-25
METTL2A,0.719006411,0.000984878
ALG6,0.640069017,0.013028892
DDX18,1.00773593,6.17E-33
GNA11,0.44036654,0.015912798
EDEM2,-1.613215415,1.86E-36
DNMT3B,-0.962919343,0.003417472
TPX2,1.902061172,1.16E-36
DOCK9,-0.908991052,5.78E-06
ANKRD10,-0.551897875,4.26E-19
COQ9,0.343208472,0.015187758
CRLS1,0.636944295,0.007072353
ATRN,0.944343638,4.13E-22
SMOX,-0.24497098,0.03150323
SIGLEC1,-1.435276649,1.34E-190
FKBP1A,0.610638373,1.67E-21
EBF4,-4.965949556,3.00E-07
CPXM1,-1.852923575,8.93E-09
XRN2,0.212391876,0.00024611
KIZ,0.459995194,0.048208575
DYNLL1,0.286601306,2.47E-05
RPL6,1.089758556,4.20E-95
P2RX7,-4.019001496,6.85E-21
ESF1,0.42071138,0.030100445
RBBP9,1.748357004,1.39E-09
ANAPC5,0.90400976,4.81E-39
SLC23A2,0.31225451,0.002998571
SLC8B1,-0.961676661,1.55E-15
TMEM230,0.698914023,2.30E-08
KDM2B,-0.718360404,1.35E-16
OAS1,-1.114881152,3.00E-142
GCN1,0.526406751,6.34E-20
RPLP0,0.686462868,7.23E-63
PXN,0.248377458,0.000126017
TRMT6,0.810316364,0.000211677
PEBP1,0.732180419,2.34E-16
ERP29,-0.810526544,1.76E-25
IGBP1,-0.304404274,0.018215309
FXYD5,-0.768381676,2.54E-39
GRAMD1A,-0.401981675,0.002485286
HEPH,-2.64212252,0.000420201
CDIP1,-0.493997596,0.0013753
CMTM1,-1.3633577,5.64E-06
KCNH4,-1.092020286,0.008843881
GANAB,0.662044208,3.15E-48
GMIP,-0.789989382,3.04E-27
RBM41,0.364205007,0.037039655
BIRC5,7.843567454,9.71E-08
LAG3,-6.104305373,3.03E-45
MLF2,0.194848583,0.033636278
ZBTB25,-0.354587391,0.039390142
ARHGAP4,0.208116013,0.019560801
RCOR1,-0.304742936,2.65E-05
SLC9A1,-0.89573107,4.71E-34
SPTLC1,0.39943648,8.67E-06
PAPOLA,0.172852221,0.000490275
CCNK,-0.650480094,1.33E-15
RGS1,-0.756595154,1.59E-98
NDUFB2,0.775785538,6.07E-06
MAEA,0.436408181,0.000236843
ICAM1,-0.829270235,9.07E-74
STRN4,-0.361329153,0.000173586
IRAK3,-0.360187354,0.00629579
LYZ,-0.543358084,0.011523667
TFAP4,1.124556115,0.007167527
PDCD7,-0.402498579,0.001126522
P3H2,3.214348126,0
ZNF268,0.546763261,0.000309627
GOLGA3,0.539989394,1.86E-14
PABPC4,0.188665567,1.20E-05
CD209,-2.139242311,1.85E-65
CERS4,-1.406646605,3.66E-07
MCOLN1,-0.597512448,7.88E-05
EFNB1,0.73406345,0.000302265
AARS1,-0.1844139,0.018191706
GLG1,0.202893152,0.000531895
KIF4A,4.221274856,8.02E-31
NA,3.277241418,0.00837871
PLEKHG2,-0.84270457,1.15E-26
NAT14,0.373435253,0.043719204
RBM27,0.270653253,0.001746365
OSBPL8,-0.469727714,1.49E-30
DTX2,-0.627339842,0.000122632
NLRC4,1.310185202,0.000213289
PUS7,1.429217947,3.24E-13
NRCAM,1.624019116,1.27E-17
DLD,0.795614456,4.68E-25
TXNL1,-0.380837717,1.48E-10
ABCC6,-1.802232725,6.93E-40
CMTM6,0.335205909,5.68E-09
ITGA6,1.043775267,8.51E-41
MAP3K20,1.534246713,1.17E-65
FH,1.030006524,7.44E-19
SEL1L3,-0.664637802,6.20E-05
MYO15A,-2.586536316,0.003140044
ALKBH5,-0.302572274,0.000814346
PITPNM3,1.071275412,0.008559821
SPAG7,0.462785239,0.001219633
ORC6,1.270817395,4.04E-11
ESR1,-1.76534828,2.71E-05
PSME1,-0.278555352,0.000344465
MYH7,-5.368377765,0.005872871
SLC7A8,0.49076183,5.35E-05
OSGEP,0.495503962,0.005046944
RNF31,-0.366358275,0.005166822
SCFD1,0.612137244,1.37E-08
SUPT16H,0.722065394,3.64E-30
TOX4,-0.254543359,0.001482284
TGM1,-2.201607679,0.00027705
TINF2,-1.078408962,2.01E-23
DAZL,0.603494769,0.03043546
TRPM7,-0.243807654,0.000168697
TYRO3,0.731368944,0.00140741
WDR76,2.777773504,1.10E-22
SNAP23,0.456447202,3.83E-06
TBX15,-1.99318872,3.31E-20
EZR,-0.587252885,2.22E-17
MYL6,0.641080396,1.48E-45
AGO1,0.347420676,0.000432909
CLSPN,3.341574779,2.08E-34
UNC13D,-1.543340611,1.29E-20
MFSD11,0.368913714,0.006579691
DPYSL2,-0.297065675,4.70E-06
TGFB2,1.101718199,1.33E-06
CDC45,3.956267099,1.19E-21
COMT,-0.315311482,4.57E-06
ADA2,-3.448958782,8.44E-110
LRRFIP2,-0.413519747,2.37E-05
SEC22C,0.551089978,2.18E-05
XYLB,0.694079238,0.022679554
HDAC6,-0.572893669,4.22E-05
CDC6,2.425169279,2.37E-32
CDC23,0.658590968,2.61E-10
AAAS,-0.36251374,0.01496048
CBX5,1.170181575,1.88E-83
MSH2,1.410618563,4.40E-21
MAP3K1,-1.099489041,4.26E-16
HOOK2,-0.484034437,0.04039297
ARCN1,0.254033803,3.49E-09
PTGS1,-0.52695338,3.84E-38
NUP188,0.451102189,7.11E-10
SH2D3C,-1.291218332,0.000711107
NANS,-0.453891648,0.000432474
TBC1D2,-2.221092982,8.03E-64
WHRN,-2.843820239,5.19E-113
BTAF1,-0.342619918,4.19E-07
IKZF5,0.49612196,0.000883717
BLNK,-2.558446324,0.000698164
TLL2,-3.389027557,5.36E-05
IL11,1.064738151,1.11E-07
WAC,-0.4977194,5.52E-18
CREM,-1.400186877,1.05E-52
NUBP2,0.526926042,0.008498416
SMIM24,-2.619214178,0.00131672
HIVEP1,0.792540474,7.09E-09
TREM2,-0.360017321,6.27E-06
FKBP5,-1.101244891,6.60E-29
SRPK1,0.743410816,3.96E-22
BRPF3,-0.565182515,1.28E-12
MRPS18A,-0.492381777,0.000509087
EFHC1,0.641604941,0.00232365
HSP90AB1,0.649057642,1.02E-109
CDC5L,0.162426833,0.019425416
ITPR3,-1.168304859,5.14E-14
ZNF184,0.639538957,0.0381887
SIRT1,-0.306511262,0.011600764
IFT74,-0.868291717,1.93E-06
JAK2,-1.632984292,1.52E-96
IL12RB1,-1.503216445,7.74E-16
ABL1,-0.226612275,0.009507225
ACOT7,1.125637781,3.20E-07
SH3GLB1,-0.724808415,9.46E-56
CDC7,0.649546855,0.003053033
SYDE2,-1.124077034,0.005043346
PCSK5,-0.956055728,0.032743664
SCD,0.237751989,3.46E-05
ERMP1,0.578607078,2.02E-14
MACROH2A2,1.240290505,0.003930355
WASHC2A,-0.661793375,4.13E-07
MAST3,-0.539858387,1.34E-05
MYO9B,-0.763580045,3.94E-55
FBXL19,-0.432757982,1.71E-05
STX1B,-1.572512605,0.044572904
HSD3B7,-1.156961954,9.49E-14
CIRBP,0.23706214,0.002130172
CBARP,-0.972688693,0.009216293
PCDH11Y,1.123003866,0.026481245
HNRNPM,0.181814948,0.004177399
TIMM13,0.878136833,2.03E-08
CDC34,0.525677565,5.79E-05
POLR2E,0.211753236,0.006844311
POLRMT,0.378485382,0.001218103
GADD45B,-1.622645274,6.94E-09
MKNK2,-0.467224607,1.49E-11
TRMT2A,0.385509075,0.002322097
RANBP1,0.964347214,1.26E-20
MED15,-0.815492588,5.28E-34
CRKL,0.246378268,0.000416083
LZTR1,0.440929722,3.34E-05
CECR2,-1.699243328,3.75E-06
BCL2L13,-0.987517643,2.31E-55
DDT,0.845454706,0.000349509
GGT5,-3.337869824,0.020021096
SEC14L2,0.839129788,1.62E-05
SNRPD3,0.508988442,1.01E-06
PES1,0.667883206,1.26E-13
MAPK1,0.713752944,9.64E-36
GGT1,-0.523514407,5.61E-05
PPM1F,0.708749183,3.88E-10
SLC35E4,1.074672545,0.00067413
TOP3B,-0.44226066,0.009336408
CYTH4,-0.872013119,3.60E-71
MFNG,-0.751083941,0.001787877
GRK3,0.495167713,0.033745932
GGA1,-0.348784107,5.49E-05
HIRA,-0.804320734,0.000106941
SH3BP1,-0.471649475,1.29E-07
SRRD,1.029407851,5.21E-05
GCAT,1.01500193,0.022376976
ANKRD54,0.404068447,0.019669923
EIF3L,0.94417682,8.03E-44
SNU13,0.819360479,3.92E-15
MICALL1,-0.414932669,2.85E-06
POLR2F,0.57835272,0.00014863
CCDC134,-0.889676255,0.000116763
DEPDC5,-0.526346495,0.001004572
TTC28,-0.668189136,3.77E-08
CENPM,3.328247177,3.71E-07
SEPTIN3,-0.677825604,0.034196764
KDELR3,1.488563468,3.57E-10
TCF20,-0.482986597,7.99E-06
HSCB,-0.651181308,0.029426255
TOMM22,0.735461013,4.58E-08
XBP1,-0.378661212,6.83E-07
RTCB,-1.01120571,7.66E-46
JOSD1,-0.364134929,6.98E-06
FBXO7,-0.464408966,3.84E-11
GTPBP1,-1.126170842,9.34E-67
TIMP3,1.349424999,2.75E-126
PPP6R2,-0.27045907,0.000780466
SUN2,-1.113851221,2.41E-75
LMF2,-0.344288499,0.000693042
RHBDD3,-1.076635612,1.87E-12
PACSIN2,0.160476211,0.007759924
AP1B1,0.244440978,0.001306126
HMGXB4,0.495738548,3.20E-05
TOM1,-0.462870971,1.71E-09
NEFH,-0.393512763,0.029485803
BIK,-2.035008995,9.52E-11
HMOX1,-1.469455124,2.89E-125
THOC5,0.490829419,0.000790424
MCM5,1.026156776,1.29E-21
APOBEC3H,-2.752233247,0.00012165
ARSA,-0.599487892,2.07E-08
TTLL12,0.921315623,1.78E-16
CBX7,0.703313718,0.013905797
RPL3,0.632201062,6.77E-50
RBFOX2,1.678312446,2.92E-29
SYNGR1,-1.073768803,8.99E-05
MIEF1,0.276982441,8.39E-05
APOL1,-1.971483433,2.94E-166
PNPLA3,0.497322955,0.03888661
CACNA1I,-7.975230717,4.35E-08
SAMM50,0.981668299,1.59E-10
TXN2,0.272698362,0.005966389
EIF3D,0.250928112,3.59E-05
IFT27,0.663819799,0.000885385
KIAA0930,-0.258483611,2.29E-06
NCF4,-1.216358744,7.56E-23
CSF2RB,-2.052041201,4.74E-88
SLC25A17,0.850841908,1.25E-06
ST13,0.127583362,0.01251663
IL2RB,-1.71951421,1.17E-07
RBX1,0.435545984,0.045404797
EP300,-0.62263638,7.19E-27
L3MBTL2,0.461166901,0.000349511
RANGAP1,-0.191460551,0.034766753
PHF5A,0.412913057,0.007760272
ACO2,0.804602463,2.09E-25
POLR3H,0.529599342,4.80E-05
TRMU,0.408556721,0.00767827
PMM1,0.559927608,0.013318575
DESI1,0.337123475,0.000360901
CERK,1.070290772,2.98E-13
BRD1,-0.571307908,4.77E-06
ZBED4,0.289168982,0.009472193
MLC1,-0.59512115,0.000422879
ABHD4,-0.891452257,5.22E-16
KHNYN,-0.481011507,9.24E-09
CTSG,-2.207289605,3.12E-37
RBM23,-0.509949996,1.40E-10
PRMT5,0.782869505,2.34E-16
POLE2,2.084981436,2.52E-08
VCPKMT,0.592520905,0.017072608
SOS2,0.237073793,0.026194033
CDKL1,-0.851998683,0.004346718
NIN,0.771842497,3.74E-18
PYGL,0.575159924,1.57E-06
PSMC6,0.190210372,0.011456379
GNPNAT1,1.723026441,1.03E-32
DDHD1,0.436200637,0.000721233
CDKN3,3.030082203,2.30E-07
CNIH1,0.783552647,2.25E-18
PIGH,-0.46550531,0.020628172
VTI1B,0.656966083,1.73E-12
TMED8,0.392075514,6.16E-05
DAAM1,-0.398612109,0.003392607
RIN3,-0.633201631,0.003789836
LGMN,-2.060257343,1.29E-37
SNW1,-0.317233426,0.000347708
ITPK1,-0.734156634,3.64E-08
DHRS7,0.403447032,0.000885769
CEP128,0.544074478,0.030538156
HIF1A,-0.224523493,1.45E-06
SUSD6,-0.760900385,3.09E-42
SRSF5,-0.22374671,3.36E-05
EIF5,-0.255797834,6.47E-09
DICER1,0.878226863,6.37E-26
ZFYVE21,0.732408951,7.26E-05
MTHFD1,0.798522997,9.22E-24
ZC3H14,0.482743298,1.36E-05
TELO2,0.681681145,3.39E-06
PCNX1,0.789336742,1.01E-36
GSKIP,0.581543663,0.002935528
VRK1,0.84616456,3.53E-05
PSMC1,-0.157102889,0.018986481
PAPLN,-0.341134786,0.041251888
PPP4R3A,-0.454441583,2.80E-09
PSMB5,0.586533053,1.61E-11
YY1,0.345846358,4.77E-06
ACIN1,-0.411815393,2.10E-15
CCNB1IP1,0.606705468,4.13E-05
TRIP11,0.181798807,0.028541982
APEX1,0.339800721,4.55E-06
PABPN1,0.45373873,0.000172767
ARHGAP5,0.299742785,0.007621199
SRP54,-0.441930071,4.01E-09
NFKBIA,-0.698029586,2.90E-24
PSME2,-0.587220163,3.05E-21
BRMS1L,0.794906934,0.000671181
REC8,-0.719256907,0.000318066
SEC23A,0.409201414,0.000341384
GMPR2,0.296316595,0.016606312
PNN,0.309092593,0.000278419
RABGGTA,-0.677393077,2.16E-07
GSS,0.214013462,0.040615921
MMP9,0.331944554,1.12E-22
TRPC4AP,-0.298789673,4.33E-06
PYGB,0.275918101,4.19E-06
PROCR,-0.880526417,8.27E-11
GINS1,1.615903105,2.32E-12
NINL,-0.637895987,0.011296025
CD40,-2.67055583,9.48E-202
UQCC1,0.331862804,0.007638818
ZMYND8,-0.534302302,1.87E-10
IFT52,0.469228495,0.045482207
MYBL2,4.763933252,7.26E-53
NDRG3,0.686653675,6.00E-07
RAB5IF,-0.91660132,4.50E-14
NFATC2,-1.163219494,1.99E-07
PABPC1L,-1.0870169,1.87E-05
PFDN4,0.54140532,0.006521096
TPD52L2,-0.66103249,1.60E-38
DNAJC5,-0.393141786,5.54E-13
NELFCD,0.467473718,5.01E-06
CTSZ,-1.077776488,4.32E-170
PRELID3B,0.373108193,2.88E-06
MTG2,-0.264161771,0.048742849
SLCO4A1,-2.765654545,2.68E-156
SLC17A9,0.778281277,7.52E-16
ARFGAP1,-0.218303399,0.010193021
ADISSP,2.005325755,1.11E-07
CDC25B,1.283600665,2.97E-05
ISM1,0.775776676,0.042711492
TRIB3,-1.07300319,1.82E-15
RASSF2,-0.462052116,0.005669799
CSNK2A1,0.242986731,0.001085298
CDS2,-0.593415655,1.63E-05
HM13,-0.319879713,9.89E-11
SIRPB1,-2.25247382,3.18E-14
SEC23B,0.31909896,0.00137726
FERMT1,4.009829185,2.09E-10
CCM2L,-4.536353934,0.044993563
HCK,-0.58735509,1.98E-05
TLDC2,-1.239121757,0.000343995
CRNKL1,0.511403087,0.003385287
POFUT1,0.621805389,1.83E-07
KIF3B,0.375130663,1.42E-05
NOP56,0.463105514,4.61E-06
MANBAL,-0.528197146,0.000183198
IDH3B,0.355403576,0.009704441
MAPRE1,0.273532385,2.56E-05
JAG1,1.103359561,1.01E-33
CDK5RAP1,0.309755774,0.049800276
TTI1,0.30054469,0.030185059
E2F1,3.197771396,5.74E-19
PXMP4,1.514058122,0.008258226
CHMP4B,-0.640050293,1.14E-22
BPI,1.005170664,0.019694062
CST3,-0.719696623,1.12E-17
AHCY,1.240661144,4.33E-39
PPP1R16B,-0.50493853,0.009030374
FAM83D,2.514740939,8.97E-08
DNTTIP1,-0.393410558,0.001322767
PIGU,0.573025684,0.01650013
APMAP,0.561532742,6.27E-08
ZNF516,-1.127975804,7.06E-51
ADNP2,-0.383429171,3.82E-06
RBFA,1.135679183,1.12E-07
USP14,0.507952398,1.51E-10
VAPA,0.168727046,0.005182987
SMCHD1,-0.286980439,2.91E-06
MYOM1,1.067164467,0.003274858
MYL12A,-0.568389238,7.93E-50
CEP76,0.828752466,0.001666957
ST8SIA5,-0.548513266,0.009570282
CEP192,0.261192247,0.047349616
RNMT,0.495687727,5.30E-07
SMAD7,-0.248361062,0.000850928
LIPG,-2.522240536,1.24E-21
POLI,-0.493062651,5.79E-05
MIB1,0.438963762,3.13E-08
RBBP8,0.916691225,1.12E-10
RIOK3,-0.442150352,1.01E-19
PSMD10,0.572038695,7.67E-05
STS,0.752403483,0.000569931
TBL1X,-0.692466086,0.012760653
PGRMC1,0.853672592,5.07E-11
POLA1,2.019555747,2.79E-23
NXT2,-0.392927541,0.002767199
ATP1B4,2.640051042,5.19E-10
ALG13,0.318877793,0.016004667
PRPS2,0.714935442,6.20E-07
MOSPD1,0.779782749,3.55E-07
AMMECR1,0.724083137,1.82E-06
SUV39H1,0.601024082,0.021847086
SRPX,3.340029349,6.91E-22
STAG2,-0.122705262,0.038933933
ATP11C,0.457846262,9.49E-05
ABCD1,-1.315206342,9.96E-77
PLP2,0.1809285,0.018963154
PLS3,0.813929114,1.87E-11
NAA10,1.255218391,7.94E-15
ELF4,-1.245858348,1.14E-56
RBBP7,0.503160763,1.15E-08
KCND1,-1.119106293,0.000932383
FMR1,-0.879540674,7.49E-20
PIM2,-2.212460002,1.69E-78
SCML2,2.601751139,0.003207323
PGK1,0.905607601,1.50E-106
MAGT1,0.210541216,0.002116601
SMS,0.343026067,7.82E-05
PHEX,2.687513491,0.000120475
UBL4A,0.505902565,0.000137837
EEA1,0.333565317,0.000339213
USP11,-0.59205744,1.01E-16
HTATSF1,0.50770234,0.000112017
TIMP1,0.592644288,1.18E-47
KLHL4,2.091978368,9.53E-23
PCDH11X,2.445412519,1.19E-09
PORCN,0.774106914,0.049209352
MAGED2,0.826714591,1.30E-21
RBM3,0.949311518,6.06E-60
SRPX2,2.030811731,2.71E-30
SYTL4,1.093765262,0.000306621
CENPI,3.637887287,4.55E-12
GLA,-0.659801189,1.68E-27
ARMCX3,0.470358554,1.22E-08
NDFIP2,0.173293393,0.020816348
TNFSF13B,-3.208872217,1.25E-231
FNDC3A,0.368105096,3.04E-17
KLF5,0.785306327,0.000276249
STK24,-0.265837661,0.000155641
ACP5,-0.752771961,1.12E-06
DNAJC3,0.289812995,2.36E-05
UGGT2,1.026050267,4.59E-11
SUPT20H,-0.316324311,0.001948238
SLC25A15,1.197048939,0.002383018
KPNA3,0.297675871,0.000459428
FLT1,-2.098633083,5.46E-23
RGCC,-1.486687917,1.03E-64
VWA8,0.787869113,3.05E-08
KATNAL1,1.719791772,1.87E-14
ACOD1,-2.69802589,1.85E-18
CLN5,-0.326142727,0.001885854
TRADD,-1.126639196,1.41E-09
HSF4,-0.640616935,0.043099515
CORO1A,0.238077166,9.46E-07
MAPK3,0.31675514,0.019047538
GDPD3,1.753581302,0.001245306
PHKB,0.311788823,0.002256082
NUTF2,0.606554098,7.20E-09
NUP93,0.367144842,0.000447893
CENPT,0.70784005,2.91E-05
NFAT5,-0.735593461,9.61E-36
LONP2,0.613590121,7.88E-11
N4BP1,-0.842436395,4.00E-38
ARL2BP,0.631095448,2.61E-08
CCL22,1.23113599,0.005733764
DHODH,0.902907818,0.003642225
POLR2C,0.332030094,0.000873222
ZNF821,-0.749914815,0.006022073
CYB5B,0.444626438,3.17E-08
CCDC113,0.948118899,0.007329984
